﻿grade	subject	unit	question	answer	choice2	choice3	choice4	explanation	difficulty	tags
中学2年	数学	三角形と四角形	「二等辺三角形ABC（AB=AC）の辺AB上の中点をD，辺BCの中点をE」とするとき，線分AEとCDの長さが等しい（AE=CD）という関係は常に成り立ちますか。	成り立たない	常に成り立つ	正三角形のときのみ成り立つ	BCの長さによる	反例（底辺が極端に長い場合など）が存在するため，この関係は常に成り立つとは限りません。	挑戦	図形
中学2年	数学	三角形と四角形	「長方形の折り紙を，対角線を折り目として折ったとき」に重なる部分の図形を調べるのに，最も適した図形の移動は何ですか。	対称移動	平行移動	回転移動	拡大移動	折り目（対角線）を軸として裏返す操作は，数学的には対称移動にあたります。	挑戦	図形
中学2年	数学	三角形と四角形	平行四辺形 ABCD の辺 BC，CD を 1 辺とする正三角形 BEC，CFD を平行四辺形の外側に作るとき，△AEF はどのような三角形になりますか。	正三角形	二等辺三角形	直角三角形	不等辺三角形	AB=DC および AD=BC の関係と正三角形の性質を利用して辺の長さを比較すると，3 辺がすべて等しくなることが証明できます。	挑戦	図形
中学2年	数学	式の計算	「2けたの自然数と、その十の位と一の位を入れかえた数の和」は、必ず何の倍数になりますか。	11の倍数	9の倍数	3の倍数	2の倍数	(10x + y) + (10y + x) = 11x + 11y = 11(x + y) となり、11の倍数であることがわかります [7]。	標準	文字式
中学2年	数学	式の計算	「5(2a-b) - 2(4a-3b)」を計算しなさい。	2a+b	2a-b	18a+b	2a-11b	分配法則を使ってかっこをはずし、同類項をまとめます。10a-5b-8a+6bとなります。	標準	文字式
中学2年	数学	式の計算	「縦の長さが a、横の長さが b の長方形」において、2(a+b) は何を表していますか。	長方形の周の長さ	長方形の面積	長方形の対角線	長方形の高さ	縦と横を足して2倍する式は、図形の周の長さを求める公式です。[3, 4]	基本	平面図形
中学2年	数学	式の計算	「連続する2つの整数」を整数nを用いて表した組み合わせを選びなさい。	nとn+1	nと2n	2nと2n+1	nとn+2	隣り合う整数は1ずつ増えるため、nとn+1で表せます [19]。	基本	文字式
中学2年	数学	式の計算	「連続する3つの整数の和」は必ず何の倍数になりますか。	3の倍数	2の倍数	5の倍数	9の倍数	(n-1) + n + (n+1) = 3n となり、3 × 整数の形になるため3の倍数です。	基本	文字式
中学2年	数学	式の計算	2a+3b+a-5b の同類項をまとめなさい。	3a-2b	3a+8b	3a-8b	a-2b	文字の部分が同じ「項」どうしを、係数を計算してまとめます。	基本	文字式
中学2年	数学	式の計算	2けたの自然数の十の位をx、一の位をyとするとき、その自然数を表す式を選びなさい。	10x+y	xy	x+y	10xy	十の位の数字を10倍し、一の位の数字を足すことで2けたの数を表せます。[20, 21]	標準	文字式
中学2年	数学	式の計算	カレンダーで**「×の形」に並んだ5つの数**の和は、中央の数の何倍になりますか。	5倍	3倍	9倍	25倍	「中央を n とすると、和は (n-8)+(n-6)+n+(n+6)+(n+8) = 5n となり、5倍です。」	標準	文字式
中学2年	数学	式の計算	カレンダーで「×の形に並んだ5つの数の和」は、中央の数の何倍になりますか。	5倍	3倍	9倍	25倍	(中央をnとすると、和は (n-8)+(n-6)+n+(n+6)+(n+8) = 5n となります [9, 10]。)	標準	文字式
中学2年	数学	式の計算	カレンダーで「×の形に並んだ5つの数の和」は、中央の数の何倍になりますか。	5倍	3倍	9倍	25倍	中央をnとすると、和は (n-8)+(n-6)+n+(n+6)+(n+8) = 5n となります。	標準	文字式
中学2年	数学	式の計算	カレンダーで「×の形に並んだ5つの数の和」は、中央の数の何倍になりますか。	5倍	3倍	9倍	25倍	中央を n とすると (n-8)+(n-6)+n+(n+6)+(n+8)=5n となります。	標準	文字式
中学2年	数学	式の計算	カレンダーで「×の形に並んだ5つの数の和」は、中央の数の何倍になりますか。[12, 13]	5倍	3倍	9倍	25倍	「中央をnとすると、(n-8)+(n-6)+n+(n+6)+(n+8) = 5n となります。」[12, 13]	標準	文字式
中学2年	数学	式の計算	三角形の面積の公式 S = 1/2 ah を、底辺 a について解きなさい。	a = 2S / h	a = S / 2h	a = h / 2S	a = 2Sh	「両辺を2倍し、h で割ることで a を求める式に変形します。」	基本	公式
中学2年	数学	式の計算	式「(2a + b)(2a － b)」を展開しなさい。	4a^2 － b^2	2a^2 － b^2	4a^2 + b^2	4a^2 － 4ab + b^2	和と差の積の公式 (x+y)(x-y) = x^2 － y^2 を利用します。	基本	展開
中学2年	数学	式の計算	整数 n を用いて、奇数を文字式で表したものを次の中から選びなさい。	2n + 1	2n	n + 1	n + 2	「偶数 2n に 1 を加えた形が、もっとも一般的な奇数の表し方です。」	基本	文字式
中学2年	数学	式の計算	整数nを用いて「奇数」を表す式を選びなさい。	2n + 1	2n	n + 1	2n + 2	偶数2nに1を加えることで奇数を表すことができます [5]。	基本	文字式
中学2年	数学	式の計算	単項式 －3x^2y の「次数」を答えなさい。	3	2	1	-3	単項式で掛け合わされている文字の個数が次数です。xが2個、yが1個で合計3です。	基本	文字式
中学2年	数学	式の計算	単項式「－5xy^2」の次数を答えなさい。	3	2	1	-5	単項式で掛け合わされている文字の個数を次数といいます。xが1個、yが2個で合計3です。	基本	文字式
中学2年	数学	式の計算	等式 3x + y = 10 を「yについて解く」とどうなりますか。	y = -3x + 10	y = 3x - 10	x = (10-y)/3	y = 3x + 10	3xを右辺に移項して符号を入れかえます。	基本	文字式
中学2年	数学	式の計算	等式 S = 1/2 ah を h について解きなさい。	h = 2S / a	h = S / 2a	h = a / 2S	h = 2Sa	文字式を整理します。	基本	計算
中学2年	数学	式の計算	等式 S = 1/2 ah を「h」について解きなさい。	h = 2S/a	h = S/2a	h = a/2S	h = 2Sa	両辺を2倍して 2S = ah とし、さらに両辺を a でわります。	基本	文字式
中学2年	数学	式の計算	等式「3x + 2/7 y = 5」を y について解きなさい。	y = 7/2(5 - 3x)	y = 5 - 3x	y = 35 - 21x	y = 2/7(5 - 3x)	両辺から3xをひき、さらに7/2をかけることでyを孤立させます。	標準	文字式
中学2年	数学	式の計算	等式「S = 1/2 ah」をhについて解きなさい。	h = 2S/a	h = S/2a	h = a/2S	h = 2Sa	両辺を2倍して2S=ah、さらにaで割ることでhを求めます。	標準	文字式
中学2年	数学	式の計算	単項式 -3x^2y の「次数」を答えなさい。	3	2	1	-3	次数とは掛け合わされている文字の個数のことで、この場合はxが2個、yが1個の計3個です。	基本	文字式
中学2年	数学	式の計算	多項式の加法 (3a + 2b) + (4a - 5b) を計算しなさい。	7a - 3b	7a + 7b	12a - 10b	-a + 7b	同類項である 3a と 4a、2b と -5b をそれぞれまとめて計算します。	基本	計算
中学2年	数学	式の計算	多項式 3x - 7y + 6 と x + 8y - 9 をたしなさい。	4x + y - 3	4x - y + 3	2x + 15y - 15	4x + y + 3	同類項である 3x と x、-7y と 8y、定数項の 6 と -9 をそれぞれまとめて計算します。	基本	計算
中学2年	数学	式の計算	「3a(5a - 1) - 2a(8a + 3)」を計算しなさい。	-a^2 - 9a	15a^2 - 16a^2	-a^2 + 3a	a^2 - 9a	分配法則で展開すると 15a^2 - 3a - 16a^2 - 6a となり、同類項をまとめます。	標準	文字式
中学2年	数学	式の計算	「十の位の数字が x，一の位の数字が y である 2けたの自然数」を表す式を選びなさい。	10x + y	xy	x + y	10xy	十の位の数字を10倍し，一の位の数字を足すことで2けたの数を表せます。	基本	文字式
中学2年	数学	式の計算	単項式の除法 3a^2x ÷ (-6ab) を計算しなさい。	-ax / 2b	-2ax / b	-18a^3bx	-ax / 2	係数どうし、文字どうしをそれぞれ割り算して整理します。	標準	計算
中学2年	数学	式の計算	「2けたの自然数から，その数の十の位と一の位の和を引いた数」は，必ず何の倍数になりますか。	9の倍数	11の倍数	3の倍数	2の倍数	(10a + b) - (a + b) = 9a となり，a は自然数なので必ず 9 の倍数になります。	挑戦	文字式
中学2年	数学	式の計算	「連続する 3 つの偶数の和」は，必ず何の倍数になりますか。その理由を文字式で説明しなさい。	6の倍数	3の倍数	4の倍数	8の倍数	2n,2n+2,2n+4 とおくと，和は 6n+6=6(n+1) となり，6 × 整数の形になるため 6 の倍数です。	挑戦	文字式
中学2年	数学	図形の性質	「正n角形の1つの外角」を求める式はどれですか。	360 / n	180(n-2) / n	360	180 / n	多角形の外角の和は常に360度なので、n個の頂点でわると1つ分が出ます。	基本	図形
中学2年	数学	図形の性質	どのような多角形であっても、外角の和は常に何度になりますか。	360度	180度	720度	nによって異なる	多角形の外角の和は、頂点の数に関わらず常に360度で一定です。[10, 11]	基本	図形
中学2年	数学	図形の性質	五角形の内角の和を求めなさい。	540度	360度	720度	180度	n角形の内角の和は 180×(n-2) で求められ、180×3=540度となります。[25]	標準	多角形
中学2年	数学	図形の性質	五角形の内角の和を求めなさい。	540度	360度	720度	180度	n角形の内角の和は 180×(n-2) で求められます [10]。	標準	多角形
中学2年	数学	図形の性質	正八角形の1つの内角の大きさは何度ですか。	135度	120度	1080度	144度	内角の和は 180×(8-2)=1080度。これを8でわると135度になります。[10, 11]	標準	多角形
中学2年	数学	図形の性質	正六角形の内角の和を求めなさい。	720度	540度	1080度	360度	n角形の内角の和は 180×(n-2) で求められます。180×(6-2)=720度です。[3, 4]	標準	多角形
中学2年	数学	図形の性質	多角形の「外角の和」は何度ですか。	360度	180度	720度	nによって異なる	どのような多角形であっても、外角の和は常に 360度になります。[3, 4]	基本	多角形
中学2年	数学	図形の性質	「2つの直線が平行なとき、錯角は等しい」。この性質の逆は正しいですか、正しくないですか。	正しい	正しくない	条件による	定義されていない	「錯角が等しければ、2つの直線は平行である」も成り立ちます。	基本	図形
中学2年	数学	図形の性質	「2つの直線が平行ならば、錯角は等しい」という性質において、錯角と共によく使われる角は何ですか。	同位角	対頂角	内角	外角	平行線の性質として、同位角と錯角は非常によく出題されます [28]。	基本	図形
中学2年	数学	図形の性質	「2つの直線が平行ならば、同位角は等しい」この性質の逆は正しいですか。	正しい	正しくない	三角形の場合のみ正しい	五角形の場合のみ正しい	「同位角が等しければ、2つの直線は平行である」という逆も成立します。	基本	図形
中学2年	数学	図形の性質	「n角形の外角の和」は、nの値が大きくなるとどう変わりますか。	常に360度で変わらない	大きくなる	小さくなる	180(n-2)度になる	多角形の外角の和は、頂点の数に関わらず常に360度であるという重要な性質があります。	基本	多角形
中学2年	数学	図形の性質	「n角形の内角の和」を求める公式を選びなさい。	180 * (n - 2)	180 * n	360 / n	180 * (n - 1)	三角形が (n-2)個できることから導かれる、多角形の基本的な公式です [10]。	基本	多角形
中学2年	数学	図形の性質	「ひし形」の対角線の性質として、長方形にはない特徴はどれですか。	垂直に交わる	長さが等しい	それぞれの中点で交わる	2本ある	ひし形の対角線は、互いに垂直に交わるという性質を持っています。	標準	図形
中学2年	数学	図形の性質	「長方形」の性質として、平行四辺形にはない特徴はどれですか。	対角線の長さが等しい	2組の向かいあう辺が平行	対角線がそれぞれの中点で交わる	向かいあう角の大きさが等しい	長方形は、すべての角が等しいため、対角線の長さも等しくなります。	基本	図形
中学2年	数学	図形の性質	「直線lとmが平行である」とき、常に成り立つ性質を選びなさい。	同位角が等しい	対頂角が90度	錯角の和が180度	同位角の和が180度	平行線の性質より、同位角や錯角は等しくなります [12, 13]。"	基本	図形
中学2年	数学	図形の性質	2つの直線が平行なとき、等しくなる角の組み合わせとして正しいものを選びなさい。	錯角と同位角	対頂角と内角	同位角と補角	錯角と隣角	平行線において、錯角と、対応する位置にある同位角は常に等しくなります。	基本	図形
中学2年	数学	図形の性質	n角形の内角の和を求める公式 180 * (n - 2) において、(n - 2) は何を表していますか。	分けられた三角形の数	頂点の数	辺の数	対角線の数	1つの頂点から対角線を引いたときに、内部にできる三角形の数です。	基本	多角形
中学2年	数学	図形の性質	n角形の内角の和を求める公式 180 * (n - 2) において、(n - 2) は何を表していますか。	分けられた三角形の数	頂点の数	内角の数	対角線の数	「1つの頂点から対角線を引いたときに、多角形の内部にできる三角形の個数です。」	標準	多角形
中学2年	数学	図形の性質	n角形の内角の和を求める公式 180° × (n - 2) において、「(n - 2)」は何を表していますか。[18, 19]	分けられた三角形の数	頂点の数	辺の数	対角線の数	「1つの頂点から対角線を引いたときにできる三角形の数です。」[18, 19]	基本	多角形
中学2年	数学	図形の性質	n角形の内角の和を求める公式を選びなさい。	180 * (n-2)	180 * n	360 / n	180 * (n-1)	三角形が(n-2)個できることから導かれる、多角形の基本的な公式です。	基本	多角形
中学2年	数学	図形の性質	三角形の3つの内角の和は何度ですか。	180度	360度	90度	540度	どのような三角形でも、その3つの内角の和は常に一定で180度です。[5]	基本	角度
中学2年	数学	図形の性質	三角形の合同条件として正しいものを選びなさい。	2組の辺とその間の角がそれぞれ等しい	3つの角がそれぞれ等しい	2組の辺がそれぞれ等しい	1組の辺が等しい	三角形の合同条件3つのうちの1つです。[3, 27]	基本	図形
中学2年	数学	図形の性質	正n角形の1つの「外角」を求める公式を選びなさい。	360 / n	180(n-2) / n	360	180 / n	多角形の外角の和は常に360度なので、頂点数nで割ることで1つ分が求まります。	基本	多角形
中学2年	数学	図形の性質	正五角形の「内角の和」を求めなさい。	540度	360度	720度	180度	n角形の内角の和 180×(n-2) に n=5 を代入して求めます。	基本	多角形
中学2年	数学	図形の性質	正十角形の「外角の和」は何度ですか。	360度	180度	1800度	144度	どのような多角形であっても、外角の和は常に360度で一定です。	基本	多角形
中学2年	数学	図形の性質	正八角形の1つの内角の大きさを求めなさい。	135度	1080度	144度	120度	内角の和180×(8-2)=1080度を、頂点の数8で割ります。	標準	多角形
中学2年	数学	図形の性質	正六角形の「内角の和」を求めなさい。	720度	1080度	540度	360度	n角形の内角の和 180×(n-2) に n=6 を代入して 180×4=720度となります。	基本	多角形
中学2年	数学	図形の性質	多角形において、頂点の数が増えても常に「360度」で変わらないものはどれですか。	外角の和	内角の和	対角線の長さの和	1つの内角の大きさ	どのような多角形であっても、外角の和は常に360度になるという性質があります。	基本	多角形
中学2年	数学	図形の性質	多角形において、頂点の数に関わらず外角の和は常に何度になりますか。	360度	180度	540度	720度	どのような凸多角形であっても外角の和は360度です。	基本	図形
中学2年	数学	図形の性質	平行四辺形の対角線の性質として正しいものを選びなさい。	それぞれの中点で交わる	垂直に交わる	長さが等しい	1点で交わらない	平行四辺形の対角線は、常にお互いの中点を通ります [22]。	基本	図形
中学2年	数学	図形の性質	n角形において、頂点の数が増えても常に「360度」で一定であるものはどれですか。	外角の和	内角の和	対角線の長さの和	1つの内角の大きさ	どのような多角形であっても、外角の和は常に360度になるという重要な性質があります。	基本	図形
中学2年	数学	図形の性質	n角形の内角の和を求める公式 180° × (n - 2) において、「(n - 2)」は何を表していますか。	分けられた三角形の数	頂点の数	対角線の数	外角の数	1つの頂点から対角線を引いたときに、多角形がいくつの三角形に分割されるかを示しています。	基本	図形
中学2年	数学	図形の性質	n角形の内角の和を求める公式 180° × (n - 2) において、(n - 2) は何を表していますか。	分けられた三角形の数	頂点の数	対角線の数	外角の数	1つの頂点から対角線を引いたときに、多角形がいくつの三角形に分割されるかを示しています。	基本	図形
中学2年	数学	図形の性質	「五角形」の内角の和を求めなさい。	540度	360度	720度	180度	n角形の内角の和は 180 × (n - 2) で求められ，180 × 3 = 540度となります。	標準	図形
中学2年	数学	図形の性質	n角形において、1つの頂点からひける対角線の数は何本ですか。	n - 3 本	n - 2 本	n - 1 本	n 本	自分自身と両隣の頂点には対角線をひけないため、頂点の数から 3 を引いた数になります。	基本	多角形
中学2年	数学	図形の性質	1 つの内角の大きさが 156 度である正多角形は，正何角形ですか。	正十五角形	正十二角形	正二十角形	正十六角形	1 つの外角は 180−156=24 度です。外角の和は常に 360 度なので，360÷24=15 となり正十五角形とわかります。	挑戦	多角形
中学2年	数学	連立方程式	「鉛筆3本と消しゴム1個で280円、鉛筆2本と消しゴム1個で210円」のとき、鉛筆1本の値段はいくらですか。	70円	50円	80円	60円	3x+y=280 と 2x+y=210 の連立方程式を立て、引き算によってxを求めます。	標準	文章題
中学2年	数学	連立方程式	「玉ねぎ3個とじゃがいも6個で91円のセット」がある。玉ねぎx個、じゃがいもy個売れた時の個数の式は？	x + y = 91	3x + 6y = 91	x/3 + y/6 = 91	91(x + y) = 1	問題文の「合わせて91袋売れた」という数量関係を式にします。	標準	文章題
中学2年	数学	連立方程式	「中学生3人とおとな5人で2800円、中学生2人とおとな3人で1700円」のとき、中学生1人の料金を求めなさい。	400円	500円	300円	600円	3x + 5y = 2800 と 2x + 3y = 1700 の連立方程式を解いて xを求めます [8]。	標準	文章題
中学2年	数学	連立方程式	「長さ240mの列車が、21秒で鉄橋（長さL）を渡りきった」列車の速さが秒速vのとき、正しい式は？	L + 240 = 21v	L = 21v	240 = 21v	L - 240 = 21v	「渡りきる」とは列車の最後尾が抜けるまでなので、道のりは（鉄橋＋列車）になります。	標準	文章題
中学2年	数学	連立方程式	「長さ240mの列車が、長さ1080mのトンネルに入り始めてから出終わるまでに63秒かかった」列車の秒速を求めなさい。	秒速21m	秒速17m	秒速20m	秒速15m	(1080 + 240) ÷ 63 = 21。道のりはトンネルの長さ＋列車の長さで考えます。	標準	文章題
中学2年	数学	連立方程式	「長さ300kmの区間を、快速(時速70km)と普通(時速50km)が両端から同時に出発したとき、何時間後に出会いますか。」	2.5時間後	2時間後	3時間後	4時間後	70x + 50x = 300 という方程式を立てて解くと、x = 2.5 となります。	標準	文章題
中学2年	数学	連立方程式	2つの自然数があり、その和は9、差は5である。この2数を求めなさい。	7と2	6と3	8と1	5と4	x+y=9とx-y=5の連立方程式を立てて解きます [2]。	標準	方程式
中学2年	数学	連立方程式	300km離れた地点から時速70kmの快速と時速50kmの普通が同時に向かい合って出発したとき、何時間後に出会いますか。	2.5時間後	2時間後	3時間後	4時間後	道のり300kmを速さの和120km/hで割ります。	標準	文章題
中学2年	数学	連立方程式	300km離れた地点から時速70kmの快速と時速50kmの普通が同時に向かい合って出発したとき、何時間後に出会いますか。	2.5時間後	2時間後	3時間後	4時間後	道のりの合計300kmを速さの和である時速120kmで割って求めます。	標準	文章題
中学2年	数学	連立方程式	Aは1個80円、Bは1個120円。合わせて10個買って代金が920円のとき、Aを何個買いましたか。	7個	3個	5個	4個	x+y=10、80x+120y=920 の連立方程式を立てて解きます。	標準	文章題
中学2年	数学	連立方程式	x+y=7、x-y=3 の解"x,y"を求めなさい。	(5,2)	(2,5)	(4,3)	(3,4)	加減法を用いて、2つの式を足すと 2x=10 より x=5 が導かれます。	基本	連立方程式
中学2年	数学	連立方程式	玉ねぎ3個とじゃがいも6個で1袋のセットが91袋売れたときのそれぞれの個数の合計を求める式はどれですか。	x+y=91	3x+6y=91	x/3+y/6=91	x+y=1	袋数の関係を式にします。	標準	文章題
中学2年	数学	連立方程式	二元一次方程式 x - y = 1 の解として適切な"x, y"の組を選びなさい。	(4, 3)	(3, 4)	(1, 1)	(0, 1)	xからyを引いて1になる組を探します [25]。	基本	方程式
中学2年	数学	連立方程式	連立方程式 x+y=7、x-y=3 の解"x,y"を求めなさい。	(5, 2)	(2, 5)	(4, 3)	(3, 4)	加減法を用いて2つの式を足すと2x=10よりx=5、これを代入してy=2となります。[2]	基本	方程式
中学2年	数学	連立方程式	連立方程式の解き方において、1つの文字を消して、すでに学習した一元一次方程式にすることを何といいますか。	消去	移項	代入	展開	「加減法や代入法を用いて、未知数を1つに減らす操作のことです。」	基本	用語
中学2年	数学	連立方程式	連立方程式の解き方で、1つの文字を消して一元一次方程式にすることを何といいますか。	消去	代入	移項	展開	加減法や代入法を用いて、文字を1つに減らす操作のことです。	基本	用語
中学2年	数学	連立方程式	連立方程式 x + y = 7, 2x + 3y = 18 の解を求めなさい。	x = 3, y = 4	x = 4, y = 3	x = 2, y = 5	x = 5, y = 2	加減法や代入法を用いて解きます。x = 7 - y を代入すると 2(7 - y) + 3y = 18 となり、y = 4 が導かれます。	標準	連立方程式
中学2年	数学	連立方程式	「2けたの自然数があり、十の位の数と一の位の数の和は 12 である」という関係を、十の位を x、一の位を y として式に表しなさい。	x + y = 12	10x + y = 12	x - y = 12	10x + 10y = 12	各桁の数字の和が12であることを表すため、x + y = 12 となります。	基本	連立方程式
中学2年	数学	連立方程式	連立方程式 ax + by = 13, bx - ay = 11 の解が x = 3, y = -1 のとき、a, b の値を求めなさい。	a = 5, b = 2	a = 2, b = 5	a = 4, b = 1	a = 3, b = 4	x, y の値を代入して a, b についての連立方程式として解きます。	標準	連立方程式
中学2年	数学	連立方程式	「2つの自然数があり，その和は 9，差は 5 である」とき，この 2数を求めなさい。	7と2	6と3	8と1	5と4	x + y = 9 と x － y = 5 の連立方程式を立てて解くと，x = 7, y = 2 が得られます。	標準	文章題
中学2年	数学	連立方程式	「中学生 3人とおとな 5人で 2800円、中学生 2人とおとな 3人で 1700円」のとき、中学生 1人の入館料を求めなさい。	400円	500円	300円	600円	3x + 5y = 2800 と 2x + 3y = 1700 の連立方程式を解くと、x = 400 が得られます。	標準	文章題
中学2年	数学	連立方程式	「ガソリン車A（購入費160万円，燃費12km/L）とハイブリッド車B（購入費200万円，燃費20km/L）」があります。ガソリン代が1Lあたり140円のとき，Bの総費用がAより安くなるのは走行距離が何kmを超えたときですか。	75000km	40000km	60000km	120000km	1km走行あたりのガソリン代の差を求め，購入費の差40万円をその差額で割ることで算出します。	挑戦	文章題
中学2年	数学	連立方程式	「x + y + z = 2, x - 3y + z = -1, 2x - y + 4z = 1」の連立 3元1次方程式を解きなさい。	x=1, y=1, z=0	x=2, y=-2, z=1	x=0, y=0, z=2	x=1, y=0, z=1	まず1つの文字を消去し，学習済みの二元一次方程式に帰着させてから解きます。	挑戦	計算
中学2年	数学	連立方程式	連立方程式 ax+by=13，bx−ay=11 の解が x=3,y=−1 のとき，a,b の値を求めなさい。	a=4,b=−1	a=5,b=2	a=3,b=4	a=2,b=5	与えられた解 x=3,y=−1 をそれぞれの式に代入し，a,b についての連立方程式として解くことで値を導きます。	挑戦	連立方程式
中学3年	数学	円	「1つの円で、等しい長さの弧に対する円周角」の大きさはどうなっていますか。	等しい	異なる	中心角に等しい	90度である	円周角の定理により、弧の長さが等しければそれに対する円周角もすべて等しくなります。	基本	図形
中学3年	数学	円	「1つの円において、等しい円周角に対する弧の長さ」はどうなりますか。	等しい	2倍になる	半分になる	関係がない	円周角の定理の逆および性質より、角が等しければ対応する弧の長さも等しくなります [26]。"	基本	図形
中学3年	数学	円	「1つの弧に対する円周角の大きさは、その弧に対する中心角の大きさの半分である」この定理を何といいますか。	円周角の定理	三平方の定理	相似の定理	中点連結定理	円において弧の長さと角の大きさの関係を示す重要な定理です [17]。	基本	図形
中学3年	数学	円	「直径に対する円周角」の大きさは何度ですか。	90度	180度	45度	不定	中心角が180度であるため、円周角の定理によりその半分の90度になります。	基本	円周角
中学3年	数学	円	「半円の弧に対する円周角」の大きさは、常に何度になりますか。	90度	180度	45度	不定	中心角が180度なので、円周角の定理（中心角の半分）より90度となります。	基本	図形
中学3年	数学	円	「半円の弧に対する円周角」の大きさは何度ですか。	90度	180度	45度	60度	中心角が180度であるため、円周角はその半分の90度になります。	基本	図形
中学3年	数学	円	「半円の弧に対する円周角」の大きさは何度ですか。	90度	180度	45度	60度	中心角が180度なので、円周角の定理によりその半分の90度になります [18]。	基本	図形
中学3年	数学	円	「半円の弧に対する円周角」の大きさは何度ですか。	90度	180度	45度	不定	中心角が180度なので、円周角はその半分の90度になります。	基本	図形
中学3年	数学	円	「半円の弧に対する円周角」の大きさは何度ですか。[29, 32]	90度	180度	45度	不定	「中心角が180度なので、円周角はその半分の90度になります。」[29, 32]	基本	図形
中学3年	数学	円	「半円の弧に対する円周角の大きさ」は何度ですか。	90度	180度	45度	60度	中心角が180度なので、円周角の定理によりその半分の90度になります。	基本	図形
中学3年	数学	円	円の接線とその接点を通る半径は、どのような位置関係にありますか。	垂直に交わる	平行である	45度で交わる	交わらない	「接点における半径と接線は常に 90度で交わります。」	基本	図形
中学3年	数学	円	円の接線とその接点を通る半径はどのような位置関係にありますか。	垂直に交わる	平行である	45度で交わる	交わらない	円の基本性質です。	基本	図形
中学3年	数学	円	円周角の定理により、1つの弧に対する円周角の大きさは、その弧に対する中心角の何倍ですか。	1/2倍	2倍	1倍	1/4倍	円周角の大きさは、常に対応する中心角の半分になります。	基本	図形
中学3年	数学	円	円周上の1点を通り、その点を通る半径に垂直な直線を何といいますか。	接線	弦	弧	割線	円と1点のみを共有する、半径に垂直な直線のことです。	基本	図形
中学3年	数学	円	半円の弧に対する円周角の大きさは何度ですか。	90度	180度	45度	60度	半円の弧に対する中心角は180度なので、円周角の定理によりその半分の90度になります。[11, 12]	基本	円周角
中学3年	数学	円	半円の弧に対する円周角の大きさは何度ですか。	90度	180度	45度	60度	中心角が180度なので、円周角の定理によりその半分の90度になります。[15, 24]	基本	円周角
中学3年	数学	円	半円の弧に対する円周角の大きさは何度ですか。	90度	180度	45度	60度	中心角が180度なので、円周角の定理によりその半分の90度になります。[24, 25]	基本	円周角
中学3年	数学	円	半円の弧に対する円周角の大きさは何度ですか。	90度	180度	45度	不定	中心角が180度なので、円周角の定理によりその半分の90度になります。	基本	図形
中学3年	数学	円	半円の弧に対する円周角の大きさは常に何度になりますか。	90度	180度	45度	60度	円周角は中心角の半分です。	基本	図形
中学3年	数学	円	「半円の弧に対する円周角」の大きさは何度ですか。	90度	180度	45度	60度	中心角が180度であるため、円周角の定理によりその半分の90度になります。	基本	図形
中学3年	数学	円	「半円の弧に対する円周角」の大きさは何度ですか。	90度	180度	45度	60度	中心角が180度であるため，円周角の定理によりその半分の90度になります。	基本	図形
中学3年	数学	円	「円の外部の点 P から引いた 2 本の割線が円と交わる点を A, B および C, D」とするとき，PA = 9, PB = 6, PD = 4 であれば PC の長さはいくらですか。	13.5	6	8	12	方べきの定理 PA × PB = PC × PD を利用します。9×6=PC×4 より PC=13.5 となります。	挑戦	図形
中学3年	数学	円	円の外部の点 P から引いた 2 本の割線が円と交わる点を A, B および C, D とします。PA=9,PB=6,PD=4 のとき，PC の長さを求めなさい。	13.5	12	8	6	方べきの定理 PA×PB=PC×PD を利用します。9×6=PC×4 より，54=4PC となり PC=13.5 です。	挑戦	図形
中学3年	数学	三平方の定理	1辺が6cmの正三角形の「高さ」を求めなさい。	3√3 cm	3 cm	6√3 cm	√27 cm	1:2:√3 の比を利用して、6 * (√3 / 2) = 3√3 となります。	標準	図形
中学3年	数学	三平方の定理	1辺が6cmの正三角形の面積を求めなさい。	9√3 cm^2	18√3 cm^2	27 cm^2	9 cm^2	高さが 3√3 cm なので、面積は 6 × 3√3 ÷ 2 = 9√3 となります。	標準	図形
中学3年	数学	三平方の定理	1辺の長さが 6 cmの立方体において、その「対角線」の長さを求めなさい。	6√3 cm	6√2 cm	18 cm	12 cm	公式 √(a^2+a^2+a^2) に当てはめると、√(36+36+36) = 6√3 となります [34]。"	標準	立体
中学3年	数学	三平方の定理	1辺の長さが 6 cmの立方体において、その対角線の長さを求めなさい。	6√3 cm	6√2 cm	18 cm	12 cm	直方体の対角線の公式 √(a^2+b^2+c^2) より √(6^2+6^2+6^2) = 6√3 となります。	標準	図形
中学3年	数学	三平方の定理	1辺の長さが a の正方形の対角線の長さを表す式はどれですか。	√2 a	2 a	a^2	√3 a	1:1:√2 の比を利用するか、a^2 + a^2 = x^2 から x = √2 a を導きます。	基本	図形
中学3年	数学	三平方の定理	30度、60度、90度の直角三角形の3辺の比(最短辺：中間辺：斜辺)を選びなさい。	1:√3:2	1:1:√2	1:2:3	3:4:5	特別な直角三角形の辺の比として、正三角形を半分にした形から導かれます。[15, 19]	標準	図形
中学3年	数学	三平方の定理	座標平面上で、原点 O と点 P"3, 4" の間の距離を求めなさい。	5	7	25	√7	「三平方の定理より、√(3^2 + 4^2) = √25 = 5 となります。」	基本	図形
